"provinsi","daerah","jenis","tahun","peng"
"NUSA TENGGARA BARAT","PERKOTAAN","NONMAKANAN",2010,274540
"NUSA TENGGARA BARAT","PERKOTAAN","NONMAKANAN",2011,243507
"NUSA TENGGARA BARAT","PERKOTAAN","NONMAKANAN",2012,234901
"NUSA TENGGARA BARAT","PERKOTAAN","NONMAKANAN",2013,303305
"NUSA TENGGARA BARAT","PERKOTAAN","NONMAKANAN",2014,350931
"NUSA TENGGARA BARAT","PERKOTAAN","NONMAKANAN",2015,381980
"NUSA TENGGARA BARAT","PERKOTAAN","NONMAKANAN",2016,431455
"NUSA TENGGARA BARAT","PERKOTAAN","NONMAKANAN",2017,460071
"NUSA TENGGARA BARAT","PERKOTAAN","NONMAKANAN",2018,468883
"NUSA TENGGARA BARAT","PERKOTAAN","NONMAKANAN",2019,559054
"NUSA TENGGARA BARAT","PERKOTAAN","NONMAKANAN",2020,598236
"NUSA TENGGARA BARAT","PERKOTAAN","NONMAKANAN",2021,658565
"NUSA TENGGARA BARAT","PERKOTAAN","NONMAKANAN",2022,582407
"NUSA TENGGARA BARAT","PERKOTAAN","TOTAL",2007,312043
"NUSA TENGGARA BARAT","PERKOTAAN","TOTAL",2008,358731
"NUSA TENGGARA BARAT","PERKOTAAN","TOTAL",2009,399278
"NUSA TENGGARA BARAT","PERKOTAAN","TOTAL",2010,523647
"NUSA TENGGARA BARAT","PERKOTAAN","TOTAL",2011,514875
"NUSA TENGGARA BARAT","PERKOTAAN","TOTAL",2012,576144
"NUSA TENGGARA BARAT","PERKOTAAN","TOTAL",2013,640406
"NUSA TENGGARA BARAT","PERKOTAAN","TOTAL",2014,771113
"NUSA TENGGARA BARAT","PERKOTAAN","TOTAL",2015,755382
"NUSA TENGGARA BARAT","PERKOTAAN","TOTAL",2016,874344
"NUSA TENGGARA BARAT","PERKOTAAN","TOTAL",2017,950677
"NUSA TENGGARA BARAT","PERKOTAAN","TOTAL",2018,1034704
"NUSA TENGGARA BARAT","PERKOTAAN","TOTAL",2019,1132187
"NUSA TENGGARA BARAT","PERKOTAAN","TOTAL",2020,1211682
"NUSA TENGGARA BARAT","PERKOTAAN","TOTAL",2021,1342227
"NUSA TENGGARA BARAT","PERKOTAAN","TOTAL",2022,1289837
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","MAKANAN",2011,248690
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","MAKANAN",2012,291176
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","MAKANAN",2013,316656
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","MAKANAN",2014,366885
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","MAKANAN",2015,355034
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","MAKANAN",2016,410112
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","MAKANAN",2017,457616
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","MAKANAN",2018,525091
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","MAKANAN",2019,539863
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","MAKANAN",2020,574202
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","MAKANAN",2021,637897
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","MAKANAN",2022,666966
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2011,195940
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2012,234901
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2013,231092
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2014,269134
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2015,313465
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2016,350529
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2017,363435
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2018,393107
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2019,489587
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2020,515561
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2021,559650
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2022,493696
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","TOTAL",2011,444630
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","TOTAL",2012,484661
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","TOTAL",2013,547748
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","TOTAL",2014,636019
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","TOTAL",2015,668499
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","TOTAL",2016,760641
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","TOTAL",2017,821052
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","TOTAL",2018,918199
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","TOTAL",2019,1029450
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","TOTAL",2020,1089763
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","TOTAL",2021,1197547
"NUSA TENGGARA BARAT","PERDESAANPERKOTAAN","TOTAL",2022,1160662
"NUSA TENGGARA TIMUR","PERDESAAN","MAKANAN",2007,112287
"NUSA TENGGARA TIMUR","PERDESAAN","MAKANAN",2008,127838
"NUSA TENGGARA TIMUR","PERDESAAN","MAKANAN",2009,145969
"NUSA TENGGARA TIMUR","PERDESAAN","MAKANAN",2010,179358
"NUSA TENGGARA TIMUR","PERDESAAN","MAKANAN",2011,200774
"NUSA TENGGARA TIMUR","PERDESAAN","MAKANAN",2012,205925
"NUSA TENGGARA TIMUR","PERDESAAN","MAKANAN",2013,209111
"NUSA TENGGARA TIMUR","PERDESAAN","MAKANAN",2014,239875
"NUSA TENGGARA TIMUR","PERDESAAN","MAKANAN",2015,272347
"NUSA TENGGARA TIMUR","PERDESAAN","MAKANAN",2016,283013
"NUSA TENGGARA TIMUR","PERDESAAN","MAKANAN",2017,366408
"NUSA TENGGARA TIMUR","PERDESAAN","MAKANAN",2018,361460
"NUSA TENGGARA TIMUR","PERDESAAN","MAKANAN",2019,395098
"NUSA TENGGARA TIMUR","PERDESAAN","MAKANAN",2020,401712
"NUSA TENGGARA TIMUR","PERDESAAN","MAKANAN",2021,424725
"NUSA TENGGARA TIMUR","PERDESAAN","MAKANAN",2022,446350
"NUSA TENGGARA TIMUR","PERDESAAN","NONMAKANAN",2007,59216
"NUSA TENGGARA TIMUR","PERDESAAN","NONMAKANAN",2008,67937
"NUSA TENGGARA TIMUR","PERDESAAN","NONMAKANAN",2009,87210
"NUSA TENGGARA TIMUR","PERDESAAN","NONMAKANAN",2010,106006
"NUSA TENGGARA TIMUR","PERDESAAN","NONMAKANAN",2011,116755
"NUSA TENGGARA TIMUR","PERDESAAN","NONMAKANAN",2012,119946
"NUSA TENGGARA TIMUR","PERDESAAN","NONMAKANAN",2013,134408
"NUSA TENGGARA TIMUR","PERDESAAN","NONMAKANAN",2014,155532
"NUSA TENGGARA TIMUR","PERDESAAN","NONMAKANAN",2015,176028
"NUSA TENGGARA TIMUR","PERDESAAN","NONMAKANAN",2016,196941
"NUSA TENGGARA TIMUR","PERDESAAN","NONMAKANAN",2017,201792
"NUSA TENGGARA TIMUR","PERDESAAN","NONMAKANAN",2018,219096
"NUSA TENGGARA TIMUR","PERDESAAN","NONMAKANAN",2019,229992
"NUSA TENGGARA TIMUR","PERDESAAN","NONMAKANAN",2020,251481
"NUSA TENGGARA TIMUR","PERDESAAN","NONMAKANAN",2021,276068
"NUSA TENGGARA TIMUR","PERDESAAN","NONMAKANAN",2022,310372
"NUSA TENGGARA TIMUR","PERDESAAN","TOTAL",2007,171503
"NUSA TENGGARA TIMUR","PERDESAAN","TOTAL",2008,195775
"NUSA TENGGARA TIMUR","PERDESAAN","TOTAL",2009,233179
"NUSA TENGGARA TIMUR","PERDESAAN","TOTAL",2010,285364
"NUSA TENGGARA TIMUR","PERDESAAN","TOTAL",2011,317529
"NUSA TENGGARA TIMUR","PERDESAAN","TOTAL",2012,325871
"NUSA TENGGARA TIMUR","PERDESAAN","TOTAL",2013,343519
"NUSA TENGGARA TIMUR","PERDESAAN","TOTAL",2014,395407
"NUSA TENGGARA TIMUR","PERDESAAN","TOTAL",2015,448375
"NUSA TENGGARA TIMUR","PERDESAAN","TOTAL",2016,479954
"NUSA TENGGARA TIMUR","PERDESAAN","TOTAL",2017,568200
"NUSA TENGGARA TIMUR","PERDESAAN","TOTAL",2018,580557
"NUSA TENGGARA TIMUR","PERDESAAN","TOTAL",2019,625090
"NUSA TENGGARA TIMUR","PERDESAAN","TOTAL",2020,653194
"NUSA TENGGARA TIMUR","PERDESAAN","TOTAL",2021,700794
"NUSA TENGGARA TIMUR","PERDESAAN","TOTAL",2022,756723
"NUSA TENGGARA TIMUR","PERKOTAAN","MAKANAN",2007,200895
"NUSA TENGGARA TIMUR","PERKOTAAN","MAKANAN",2008,204344
"NUSA TENGGARA TIMUR","PERKOTAAN","MAKANAN",2009,236813
"NUSA TENGGARA TIMUR","PERKOTAAN","MAKANAN",2010,273831
"NUSA TENGGARA TIMUR","PERKOTAAN","MAKANAN",2011,311872
"NUSA TENGGARA TIMUR","PERKOTAAN","MAKANAN",2012,322582
"NUSA TENGGARA TIMUR","PERKOTAAN","MAKANAN",2013,365825
"NUSA TENGGARA TIMUR","PERKOTAAN","MAKANAN",2014,381649
"NUSA TENGGARA TIMUR","PERKOTAAN","MAKANAN",2015,401053
"NUSA TENGGARA TIMUR","PERKOTAAN","MAKANAN",2016,426417
"NUSA TENGGARA TIMUR","PERKOTAAN","MAKANAN",2017,518425
"NUSA TENGGARA TIMUR","PERKOTAAN","MAKANAN",2018,542216
"NUSA TENGGARA TIMUR","PERKOTAAN","MAKANAN",2019,539898
"NUSA TENGGARA TIMUR","PERKOTAAN","MAKANAN",2020,574081
"NUSA TENGGARA TIMUR","PERKOTAAN","MAKANAN",2021,600232
"NUSA TENGGARA TIMUR","PERKOTAAN","MAKANAN",2022,581779
"NUSA TENGGARA TIMUR","PERKOTAAN","NONMAKANAN",2007,211239
"NUSA TENGGARA TIMUR","PERKOTAAN","NONMAKANAN",2008,222672
"NUSA TENGGARA TIMUR","PERKOTAAN","NONMAKANAN",2009,252259
"NUSA TENGGARA TIMUR","PERKOTAAN","NONMAKANAN",2010,276699
"NUSA TENGGARA TIMUR","PERKOTAAN","NONMAKANAN",2011,344530
"NUSA TENGGARA TIMUR","PERKOTAAN","NONMAKANAN",2012,368842
"NUSA TENGGARA TIMUR","PERKOTAAN","NONMAKANAN",2013,423871
"NUSA TENGGARA TIMUR","PERKOTAAN","NONMAKANAN",2014,513543
"NUSA TENGGARA TIMUR","PERKOTAAN","NONMAKANAN",2015,473374
"NUSA TENGGARA TIMUR","PERKOTAAN","NONMAKANAN",2016,526696
"NUSA TENGGARA TIMUR","PERKOTAAN","NONMAKANAN",2017,574119
"NUSA TENGGARA TIMUR","PERKOTAAN","NONMAKANAN",2018,579797
"NUSA TENGGARA TIMUR","PERKOTAAN","NONMAKANAN",2019,613889
"NUSA TENGGARA TIMUR","PERKOTAAN","NONMAKANAN",2020,672776
"NUSA TENGGARA TIMUR","PERKOTAAN","NONMAKANAN",2021,663311
"NUSA TENGGARA TIMUR","PERKOTAAN","NONMAKANAN",2022,676439
"NUSA TENGGARA TIMUR","PERKOTAAN","TOTAL",2007,412133
"NUSA TENGGARA TIMUR","PERKOTAAN","TOTAL",2008,427016
"NUSA TENGGARA TIMUR","PERKOTAAN","TOTAL",2009,489072
"NUSA TENGGARA TIMUR","PERKOTAAN","TOTAL",2010,550530
"NUSA TENGGARA TIMUR","PERKOTAAN","TOTAL",2011,656402
"NUSA TENGGARA TIMUR","PERKOTAAN","TOTAL",2012,691424
"NUSA TENGGARA TIMUR","PERKOTAAN","TOTAL",2013,789696
"NUSA TENGGARA TIMUR","PERKOTAAN","TOTAL",2014,895192
"NUSA TENGGARA TIMUR","PERKOTAAN","TOTAL",2015,874428
"NUSA TENGGARA TIMUR","PERKOTAAN","TOTAL",2016,953114
"NUSA TENGGARA TIMUR","PERKOTAAN","TOTAL",2017,1092545
"NUSA TENGGARA TIMUR","PERKOTAAN","TOTAL",2018,1122013
"NUSA TENGGARA TIMUR","PERKOTAAN","TOTAL",2019,1153788
"NUSA TENGGARA TIMUR","PERKOTAAN","TOTAL",2020,1246857
"NUSA TENGGARA TIMUR","PERKOTAAN","TOTAL",2021,1263544
"NUSA TENGGARA TIMUR","PERKOTAAN","TOTAL",2022,1258219
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","MAKANAN",2011,222575
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","MAKANAN",2012,228660
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","MAKANAN",2013,240207
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","MAKANAN",2014,267584
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","MAKANAN",2015,298180
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","MAKANAN",2016,312312
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","MAKANAN",2017,399251
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","MAKANAN",2018,402921
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","MAKANAN",2019,429498
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","MAKANAN",2020,442700
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","MAKANAN",2021,468252
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","MAKANAN",2022,480749
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","NONMAKANAN",2011,161451
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","NONMAKANAN",2012,168451
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","NONMAKANAN",2013,191846
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","NONMAKANAN",2014,225504
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","NONMAKANAN",2015,235710
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","NONMAKANAN",2016,264315
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","NONMAKANAN",2017,282232
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","NONMAKANAN",2018,301832
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","NONMAKANAN",2019,321195
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","NONMAKANAN",2020,351661
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","NONMAKANAN",2021,372106
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","NONMAKANAN",2022,403352
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","TOTAL",2011,384025
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","TOTAL",2012,397111
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","TOTAL",2013,432053
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","TOTAL",2014,493088
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","TOTAL",2015,533891
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","TOTAL",2016,576627
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","TOTAL",2017,681483
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","TOTAL",2018,704754
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","TOTAL",2019,750693
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","TOTAL",2020,794361
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","TOTAL",2021,840358
"NUSA TENGGARA TIMUR","PERDESAANPERKOTAAN","TOTAL",2022,884102
"KALIMANTAN BARAT","PERDESAAN","MAKANAN",2007,166791
"KALIMANTAN BARAT","PERDESAAN","MAKANAN",2008,194968
"KALIMANTAN BARAT","PERDESAAN","MAKANAN",2009,222253
"KALIMANTAN BARAT","PERDESAAN","MAKANAN",2010,243618
"KALIMANTAN BARAT","PERDESAAN","MAKANAN",2011,283629
"KALIMANTAN BARAT","PERDESAAN","MAKANAN",2012,313904
"KALIMANTAN BARAT","PERDESAAN","MAKANAN",2013,323270
"KALIMANTAN BARAT","PERDESAAN","MAKANAN",2014,380875
"KALIMANTAN BARAT","PERDESAAN","MAKANAN",2015,405835
"KALIMANTAN BARAT","PERDESAAN","MAKANAN",2016,423687
"KALIMANTAN BARAT","PERDESAAN","MAKANAN",2017,479510
"KALIMANTAN BARAT","PERDESAAN","MAKANAN",2018,490033
"KALIMANTAN BARAT","PERDESAAN","MAKANAN",2019,511415
"KALIMANTAN BARAT","PERDESAAN","MAKANAN",2020,539487
"KALIMANTAN BARAT","PERDESAAN","MAKANAN",2021,556660
"KALIMANTAN BARAT","PERDESAAN","MAKANAN",2022,610152
"KALIMANTAN BARAT","PERDESAAN","NONMAKANAN",2007,93685
"KALIMANTAN BARAT","PERDESAAN","NONMAKANAN",2008,115956
"KALIMANTAN BARAT","PERDESAAN","NONMAKANAN",2009,125796
"KALIMANTAN BARAT","PERDESAAN","NONMAKANAN",2010,143383
"KALIMANTAN BARAT","PERDESAAN","NONMAKANAN",2011,205923
"KALIMANTAN BARAT","PERDESAAN","NONMAKANAN",2012,186198
"KALIMANTAN BARAT","PERDESAAN","NONMAKANAN",2013,216440
"KALIMANTAN BARAT","PERDESAAN","NONMAKANAN",2014,243900
"KALIMANTAN BARAT","PERDESAAN","NONMAKANAN",2015,282118
"KALIMANTAN BARAT","PERDESAAN","NONMAKANAN",2016,319487
"KALIMANTAN BARAT","PERDESAAN","NONMAKANAN",2017,305909
"KALIMANTAN BARAT","PERDESAAN","NONMAKANAN",2018,363108
"KALIMANTAN BARAT","PERDESAAN","NONMAKANAN",2019,392690
"KALIMANTAN BARAT","PERDESAAN","NONMAKANAN",2020,412227
"KALIMANTAN BARAT","PERDESAAN","NONMAKANAN",2021,441583
"KALIMANTAN BARAT","PERDESAAN","NONMAKANAN",2022,434527
"KALIMANTAN BARAT","PERDESAAN","TOTAL",2007,260477
"KALIMANTAN BARAT","PERDESAAN","TOTAL",2008,310925
"KALIMANTAN BARAT","PERDESAAN","TOTAL",2009,348049
"KALIMANTAN BARAT","PERDESAAN","TOTAL",2010,387001
"KALIMANTAN BARAT","PERDESAAN","TOTAL",2011,489552
"KALIMANTAN BARAT","PERDESAAN","TOTAL",2012,500102
"KALIMANTAN BARAT","PERDESAAN","TOTAL",2013,539711
"KALIMANTAN BARAT","PERDESAAN","TOTAL",2014,624775
"KALIMANTAN BARAT","PERDESAAN","TOTAL",2015,687953
"KALIMANTAN BARAT","PERDESAAN","TOTAL",2016,743174
"KALIMANTAN BARAT","PERDESAAN","TOTAL",2017,785420
"KALIMANTAN BARAT","PERDESAAN","TOTAL",2018,853142
"KALIMANTAN BARAT","PERDESAAN","TOTAL",2019,904105
"KALIMANTAN BARAT","PERDESAAN","TOTAL",2020,951715
"KALIMANTAN BARAT","PERDESAAN","TOTAL",2021,998244
"KALIMANTAN BARAT","PERDESAAN","TOTAL",2022,1044679
"KALIMANTAN BARAT","PERKOTAAN","MAKANAN",2007,188844
"KALIMANTAN BARAT","PERKOTAAN","MAKANAN",2008,218161
"KALIMANTAN BARAT","PERKOTAAN","MAKANAN",2009,255780
"KALIMANTAN BARAT","PERKOTAAN","MAKANAN",2010,322786
"KALIMANTAN BARAT","PERKOTAAN","MAKANAN",2011,379884
"KALIMANTAN BARAT","PERKOTAAN","MAKANAN",2012,438635
"KALIMANTAN BARAT","PERKOTAAN","MAKANAN",2013,467944
"KALIMANTAN BARAT","PERKOTAAN","MAKANAN",2014,510316
"KALIMANTAN BARAT","PERKOTAAN","MAKANAN",2015,473082
"KALIMANTAN BARAT","PERKOTAAN","MAKANAN",2016,511593
"KALIMANTAN BARAT","PERKOTAAN","MAKANAN",2017,605453
"KALIMANTAN BARAT","PERKOTAAN","MAKANAN",2018,624891
"KALIMANTAN BARAT","PERKOTAAN","MAKANAN",2019,653100
"KALIMANTAN BARAT","PERKOTAAN","MAKANAN",2020,666983
"KALIMANTAN BARAT","PERKOTAAN","MAKANAN",2021,685868
"KALIMANTAN BARAT","PERKOTAAN","MAKANAN",2022,762281
"KALIMANTAN BARAT","PERKOTAAN","NONMAKANAN",2007,204429
"KALIMANTAN BARAT","PERKOTAAN","NONMAKANAN",2008,230371
"KALIMANTAN BARAT","PERKOTAAN","NONMAKANAN",2009,264375
"KALIMANTAN BARAT","PERKOTAAN","NONMAKANAN",2010,367657
"KALIMANTAN BARAT","PERKOTAAN","NONMAKANAN",2011,431312
"KALIMANTAN BARAT","PERKOTAAN","NONMAKANAN",2012,436037
"KALIMANTAN BARAT","PERKOTAAN","NONMAKANAN",2013,509948
"KALIMANTAN BARAT","PERKOTAAN","NONMAKANAN",2014,648435
"KALIMANTAN BARAT","PERKOTAAN","NONMAKANAN",2015,526121
"KALIMANTAN BARAT","PERKOTAAN","NONMAKANAN",2016,605280
"KALIMANTAN BARAT","PERKOTAAN","NONMAKANAN",2017,632936
"KALIMANTAN BARAT","PERKOTAAN","NONMAKANAN",2018,748505
"KALIMANTAN BARAT","PERKOTAAN","NONMAKANAN",2019,753224
"KALIMANTAN BARAT","PERKOTAAN","NONMAKANAN",2020,778369
"KALIMANTAN BARAT","PERKOTAAN","NONMAKANAN",2021,769054
"KALIMANTAN BARAT","PERKOTAAN","NONMAKANAN",2022,793738
"KALIMANTAN BARAT","PERKOTAAN","TOTAL",2007,393273
"KALIMANTAN BARAT","PERKOTAAN","TOTAL",2008,448532
"KALIMANTAN BARAT","PERKOTAAN","TOTAL",2009,520155
"KALIMANTAN BARAT","PERKOTAAN","TOTAL",2010,690443
"KALIMANTAN BARAT","PERKOTAAN","TOTAL",2011,811196
"KALIMANTAN BARAT","PERKOTAAN","TOTAL",2012,874671
"KALIMANTAN BARAT","PERKOTAAN","TOTAL",2013,977892
"KALIMANTAN BARAT","PERKOTAAN","TOTAL",2014,1158751
"KALIMANTAN BARAT","PERKOTAAN","TOTAL",2015,999203
"KALIMANTAN BARAT","PERKOTAAN","TOTAL",2016,1116874
"KALIMANTAN BARAT","PERKOTAAN","TOTAL",2017,1238389
"KALIMANTAN BARAT","PERKOTAAN","TOTAL",2018,1373396
"KALIMANTAN BARAT","PERKOTAAN","TOTAL",2019,1406325
"KALIMANTAN BARAT","PERKOTAAN","TOTAL",2020,1445352
"KALIMANTAN BARAT","PERKOTAAN","TOTAL",2021,1454922
"KALIMANTAN BARAT","PERKOTAAN","TOTAL",2022,1556019
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","MAKANAN",2011,312711
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","MAKANAN",2012,351590
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","MAKANAN",2013,367018
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","MAKANAN",2014,420130
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","MAKANAN",2015,426381
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","MAKANAN",2016,451222
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","MAKANAN",2017,519469
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","MAKANAN",2018,535533
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","MAKANAN",2019,561142
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","MAKANAN",2020,584259
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","MAKANAN",2021,603291
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","MAKANAN",2022,666065
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2011,274022
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2012,261683
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2013,305193
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2014,366581
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2015,356668
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2016,409006
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2017,409666
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2018,493138
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2019,519227
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2020,540803
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2021,559766
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","NONMAKANAN",2022,566552
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","TOTAL",2011,586732
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","TOTAL",2012,613273
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","TOTAL",2013,672211
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","TOTAL",2014,786711
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","TOTAL",2015,783050
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","TOTAL",2016,860227
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","TOTAL",2017,929135
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","TOTAL",2018,1028671
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","TOTAL",2019,1080369
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","TOTAL",2020,1125063
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","TOTAL",2021,1163058
"KALIMANTAN BARAT","PERDESAANPERKOTAAN","TOTAL",2022,1232618
"KALIMANTAN TENGAH","PERDESAAN","MAKANAN",2007,192555
"KALIMANTAN TENGAH","PERDESAAN","MAKANAN",2008,235185
"KALIMANTAN TENGAH","PERDESAAN","MAKANAN",2009,251330
"KALIMANTAN TENGAH","PERDESAAN","MAKANAN",2010,296577
"KALIMANTAN TENGAH","PERDESAAN","MAKANAN",2011,359349
"KALIMANTAN TENGAH","PERDESAAN","MAKANAN",2012,368711
"KALIMANTAN TENGAH","PERDESAAN","MAKANAN",2013,400068
"KALIMANTAN TENGAH","PERDESAAN","MAKANAN",2014,483884
"KALIMANTAN TENGAH","PERDESAAN","MAKANAN",2015,489011
"KALIMANTAN TENGAH","PERDESAAN","MAKANAN",2016,532629
"KALIMANTAN TENGAH","PERDESAAN","MAKANAN",2017,606252
"KALIMANTAN TENGAH","PERDESAAN","MAKANAN",2018,615144
"KALIMANTAN TENGAH","PERDESAAN","MAKANAN",2019,628743
"KALIMANTAN TENGAH","PERDESAAN","MAKANAN",2020,653781
"KALIMANTAN TENGAH","PERDESAAN","MAKANAN",2021,701646
"KALIMANTAN TENGAH","PERDESAAN","MAKANAN",2022,777398
"KALIMANTAN TENGAH","PERDESAAN","NONMAKANAN",2007,111124
"KALIMANTAN TENGAH","PERDESAAN","NONMAKANAN",2008,128660
"KALIMANTAN TENGAH","PERDESAAN","NONMAKANAN",2009,132743
"KALIMANTAN TENGAH","PERDESAAN","NONMAKANAN",2010,167251
"KALIMANTAN TENGAH","PERDESAAN","NONMAKANAN",2011,211517
"KALIMANTAN TENGAH","PERDESAAN","NONMAKANAN",2012,238978
"KALIMANTAN TENGAH","PERDESAAN","NONMAKANAN",2013,274072
"KALIMANTAN TENGAH","PERDESAAN","NONMAKANAN",2014,317251
