"provinsi","jenis","daerah","tahun","periode","gk"
"KALIMANTAN TENGAH","MAKANAN","PERKOTAAN",2018,"SEPTEMBER",305217
"KALIMANTAN TENGAH","MAKANAN","PERDESAAN",2017,"MARET",338235
"KALIMANTAN TENGAH","MAKANAN","PERDESAAN",2017,"SEPTEMBER",342574
"KALIMANTAN TENGAH","MAKANAN","PERDESAAN",2018,"MARET",347960
"KALIMANTAN TENGAH","MAKANAN","PERDESAAN",2018,"SEPTEMBER",356962
"KALIMANTAN TENGAH","MAKANAN","PERDESAANPERKOTAAN",2017,"MARET",320636
"KALIMANTAN TENGAH","MAKANAN","PERDESAANPERKOTAAN",2017,"SEPTEMBER",325133
"KALIMANTAN TENGAH","MAKANAN","PERDESAANPERKOTAAN",2018,"MARET",328127
"KALIMANTAN TENGAH","MAKANAN","PERDESAANPERKOTAAN",2018,"SEPTEMBER",338032
"KALIMANTAN TENGAH","MAKANAN","PERKOTAAN",2019,"MARET",317184
"KALIMANTAN TENGAH","MAKANAN","PERKOTAAN",2019,"SEPTEMBER",337107
"KALIMANTAN TENGAH","MAKANAN","PERKOTAAN",2020,"MARET",358205
"KALIMANTAN TENGAH","MAKANAN","PERKOTAAN",2020,"SEPTEMBER",362579
"KALIMANTAN TENGAH","MAKANAN","PERDESAAN",2019,"MARET",363433
"KALIMANTAN TENGAH","MAKANAN","PERDESAAN",2019,"SEPTEMBER",376076
"KALIMANTAN TENGAH","MAKANAN","PERDESAAN",2020,"MARET",397192
"KALIMANTAN TENGAH","MAKANAN","PERDESAAN",2020,"SEPTEMBER",402086
"KALIMANTAN TENGAH","MAKANAN","PERDESAANPERKOTAAN",2019,"MARET",346454
"KALIMANTAN TENGAH","MAKANAN","PERDESAANPERKOTAAN",2019,"SEPTEMBER",361419
"KALIMANTAN TENGAH","MAKANAN","PERDESAANPERKOTAAN",2020,"MARET",382954
"KALIMANTAN TENGAH","MAKANAN","PERDESAANPERKOTAAN",2020,"SEPTEMBER",387865
"KALIMANTAN TENGAH","MAKANAN","PERKOTAAN",2021,"MARET",371472
"KALIMANTAN TENGAH","MAKANAN","PERKOTAAN",2021,"SEPTEMBER",374314
"KALIMANTAN TENGAH","MAKANAN","PERKOTAAN",2022,"MARET",392777
"KALIMANTAN TENGAH","MAKANAN","PERKOTAAN",2022,"SEPTEMBER",416222
"KALIMANTAN TENGAH","MAKANAN","PERDESAAN",2021,"MARET",412878
"KALIMANTAN TENGAH","MAKANAN","PERDESAAN",2021,"SEPTEMBER",429419
"KALIMANTAN TENGAH","MAKANAN","PERDESAAN",2022,"MARET",451136
"KALIMANTAN TENGAH","MAKANAN","PERDESAAN",2022,"SEPTEMBER",478269
"KALIMANTAN TENGAH","MAKANAN","PERDESAANPERKOTAAN",2021,"MARET",396514
"KALIMANTAN TENGAH","MAKANAN","PERDESAANPERKOTAAN",2021,"SEPTEMBER",407871
"KALIMANTAN TENGAH","MAKANAN","PERDESAANPERKOTAAN",2022,"MARET",426914
"KALIMANTAN TENGAH","MAKANAN","PERDESAANPERKOTAAN",2022,"SEPTEMBER",453342
"KALIMANTAN TENGAH","NONMAKANAN","PERKOTAAN",2015,"MARET",76698
"KALIMANTAN TENGAH","NONMAKANAN","PERKOTAAN",2015,"SEPTEMBER",83219
"KALIMANTAN TENGAH","NONMAKANAN","PERKOTAAN",2016,"MARET",84105
"KALIMANTAN TENGAH","NONMAKANAN","PERKOTAAN",2016,"SEPTEMBER",85734
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAAN",2015,"MARET",63814
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAAN",2015,"SEPTEMBER",68463
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAAN",2016,"MARET",70656
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAAN",2016,"SEPTEMBER",72228
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAANPERKOTAAN",2015,"MARET",68220
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAANPERKOTAAN",2015,"SEPTEMBER",73510
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAANPERKOTAAN",2016,"MARET",73999
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAANPERKOTAAN",2016,"SEPTEMBER",76983
"KALIMANTAN TENGAH","NONMAKANAN","PERKOTAAN",2017,"MARET",90018
"KALIMANTAN TENGAH","NONMAKANAN","PERKOTAAN",2017,"SEPTEMBER",92039
"KALIMANTAN TENGAH","NONMAKANAN","PERKOTAAN",2018,"MARET",96241
"KALIMANTAN TENGAH","NONMAKANAN","PERKOTAAN",2018,"SEPTEMBER",98329
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAAN",2017,"MARET",75766
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAAN",2017,"SEPTEMBER",76287
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAAN",2018,"MARET",78636
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAAN",2018,"SEPTEMBER",83686
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAANPERKOTAAN",2017,"MARET",80900
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAANPERKOTAAN",2017,"SEPTEMBER",81703
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAANPERKOTAAN",2018,"MARET",85401
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAANPERKOTAAN",2018,"SEPTEMBER",89461
"KALIMANTAN TENGAH","NONMAKANAN","PERKOTAAN",2019,"MARET",100845
"KALIMANTAN TENGAH","NONMAKANAN","PERKOTAAN",2019,"SEPTEMBER",106567
"KALIMANTAN TENGAH","NONMAKANAN","PERKOTAAN",2020,"MARET",113479
"KALIMANTAN TENGAH","NONMAKANAN","PERKOTAAN",2020,"SEPTEMBER",116294
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAAN",2019,"MARET",85750
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAAN",2019,"SEPTEMBER",88855
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAAN",2020,"MARET",95411
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAAN",2020,"SEPTEMBER",96873
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAANPERKOTAAN",2019,"MARET",91794
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAANPERKOTAAN",2019,"SEPTEMBER",95993
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAANPERKOTAAN",2020,"MARET",102680
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAANPERKOTAAN",2020,"SEPTEMBER",104754
"KALIMANTAN TENGAH","NONMAKANAN","PERKOTAAN",2021,"MARET",122681
"KALIMANTAN TENGAH","NONMAKANAN","PERKOTAAN",2021,"SEPTEMBER",125240
"KALIMANTAN TENGAH","NONMAKANAN","PERKOTAAN",2022,"MARET",132451
"KALIMANTAN TENGAH","NONMAKANAN","PERKOTAAN",2022,"SEPTEMBER",140978
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAAN",2021,"MARET",101865
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAAN",2021,"SEPTEMBER",107716
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAAN",2022,"MARET",114225
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAAN",2022,"SEPTEMBER",124756
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAANPERKOTAAN",2021,"MARET",110468
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAANPERKOTAAN",2021,"SEPTEMBER",115008
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAANPERKOTAAN",2022,"MARET",121903
"KALIMANTAN TENGAH","NONMAKANAN","PERDESAANPERKOTAAN",2022,"SEPTEMBER",131597
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2013,"MARET",287333
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2013,"SEPTEMBER",299970
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2014,"MARET",307382
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2014,"SEPTEMBER",316683
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2013,"MARET",298172
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2013,"SEPTEMBER",311647
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2014,"MARET",323556
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2014,"SEPTEMBER",338130
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2013,"MARET",NA
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2013,"SEPTEMBER",NA
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2014,"MARET",NA
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2014,"SEPTEMBER",NA
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2015,"MARET",328674
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2015,"SEPTEMBER",339239
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2016,"MARET",348254
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2016,"SEPTEMBER",357224
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2015,"MARET",360670
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2015,"SEPTEMBER",374938
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2016,"MARET",387202
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2016,"SEPTEMBER",392543
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2015,"MARET",349726
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2015,"SEPTEMBER",362729
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2016,"MARET",373484
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2016,"SEPTEMBER",380524
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2017,"MARET",373219
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2017,"SEPTEMBER",378311
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2018,"MARET",387139
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2018,"SEPTEMBER",403547
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2017,"MARET",414002
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2017,"SEPTEMBER",418861
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2018,"MARET",426596
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2018,"SEPTEMBER",440649
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2017,"MARET",401536
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2017,"SEPTEMBER",406836
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2018,"MARET",413528
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2018,"SEPTEMBER",427494
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2019,"MARET",418029
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2019,"SEPTEMBER",443674
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2020,"MARET",471684
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2020,"SEPTEMBER",478873
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2019,"MARET",449184
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2019,"SEPTEMBER",464931
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2020,"MARET",492603
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2020,"SEPTEMBER",498959
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2019,"MARET",438248
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2019,"SEPTEMBER",457412
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2020,"MARET",485634
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2020,"SEPTEMBER",492619
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2021,"MARET",494153
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2021,"SEPTEMBER",499553
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2022,"MARET",525228
"KALIMANTAN TENGAH","TOTAL","PERKOTAAN",2022,"SEPTEMBER",557200
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2021,"MARET",514743
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2021,"SEPTEMBER",537135
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2022,"MARET",565361
"KALIMANTAN TENGAH","TOTAL","PERDESAAN",2022,"SEPTEMBER",603025
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2021,"MARET",506982
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2021,"SEPTEMBER",522879
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2022,"MARET",548817
"KALIMANTAN TENGAH","TOTAL","PERDESAANPERKOTAAN",2022,"SEPTEMBER",584939
"KALIMANTAN SELATAN","MAKANAN","PERKOTAAN",2015,"MARET",229677
"KALIMANTAN SELATAN","MAKANAN","PERKOTAAN",2015,"SEPTEMBER",235422
"KALIMANTAN SELATAN","MAKANAN","PERKOTAAN",2016,"MARET",248602
"KALIMANTAN SELATAN","MAKANAN","PERKOTAAN",2016,"SEPTEMBER",257170
"KALIMANTAN SELATAN","MAKANAN","PERDESAAN",2015,"MARET",255023
"KALIMANTAN SELATAN","MAKANAN","PERDESAAN",2015,"SEPTEMBER",271860
"KALIMANTAN SELATAN","MAKANAN","PERDESAAN",2016,"MARET",286982
"KALIMANTAN SELATAN","MAKANAN","PERDESAAN",2016,"SEPTEMBER",294159
"KALIMANTAN SELATAN","MAKANAN","PERDESAANPERKOTAAN",2015,"MARET",244281
"KALIMANTAN SELATAN","MAKANAN","PERDESAANPERKOTAAN",2015,"SEPTEMBER",256417
"KALIMANTAN SELATAN","MAKANAN","PERDESAANPERKOTAAN",2016,"MARET",270862
"KALIMANTAN SELATAN","MAKANAN","PERDESAANPERKOTAAN",2016,"SEPTEMBER",278536
"KALIMANTAN SELATAN","MAKANAN","PERKOTAAN",2017,"MARET",268327
"KALIMANTAN SELATAN","MAKANAN","PERKOTAAN",2017,"SEPTEMBER",282483
"KALIMANTAN SELATAN","MAKANAN","PERKOTAAN",2018,"MARET",288601
"KALIMANTAN SELATAN","MAKANAN","PERKOTAAN",2018,"SEPTEMBER",294677
"KALIMANTAN SELATAN","MAKANAN","PERDESAAN",2017,"MARET",302037
"KALIMANTAN SELATAN","MAKANAN","PERDESAAN",2017,"SEPTEMBER",309046
"KALIMANTAN SELATAN","MAKANAN","PERDESAAN",2018,"MARET",313712
"KALIMANTAN SELATAN","MAKANAN","PERDESAAN",2018,"SEPTEMBER",323191
"KALIMANTAN SELATAN","MAKANAN","PERDESAANPERKOTAAN",2017,"MARET",287959
"KALIMANTAN SELATAN","MAKANAN","PERDESAANPERKOTAAN",2017,"SEPTEMBER",297743
"KALIMANTAN SELATAN","MAKANAN","PERDESAANPERKOTAAN",2018,"MARET",302854
"KALIMANTAN SELATAN","MAKANAN","PERDESAANPERKOTAAN",2018,"SEPTEMBER",310496
"KALIMANTAN SELATAN","MAKANAN","PERKOTAAN",2019,"MARET",312945
"KALIMANTAN SELATAN","MAKANAN","PERKOTAAN",2019,"SEPTEMBER",322321
"KALIMANTAN SELATAN","MAKANAN","PERKOTAAN",2020,"MARET",337851
"KALIMANTAN SELATAN","MAKANAN","PERKOTAAN",2020,"SEPTEMBER",341730
"KALIMANTAN SELATAN","MAKANAN","PERDESAAN",2019,"MARET",335341
"KALIMANTAN SELATAN","MAKANAN","PERDESAAN",2019,"SEPTEMBER",354054
"KALIMANTAN SELATAN","MAKANAN","PERDESAAN",2020,"MARET",370662
"KALIMANTAN SELATAN","MAKANAN","PERDESAAN",2020,"SEPTEMBER",374563
"KALIMANTAN SELATAN","MAKANAN","PERDESAANPERKOTAAN",2019,"MARET",325590
"KALIMANTAN SELATAN","MAKANAN","PERDESAANPERKOTAAN",2019,"SEPTEMBER",340430
"KALIMANTAN SELATAN","MAKANAN","PERDESAANPERKOTAAN",2020,"MARET",355813
"KALIMANTAN SELATAN","MAKANAN","PERDESAANPERKOTAAN",2020,"SEPTEMBER",360394
"KALIMANTAN SELATAN","MAKANAN","PERKOTAAN",2021,"MARET",356053
"KALIMANTAN SELATAN","MAKANAN","PERKOTAAN",2021,"SEPTEMBER",362027
"KALIMANTAN SELATAN","MAKANAN","PERKOTAAN",2022,"MARET",379337
"KALIMANTAN SELATAN","MAKANAN","PERKOTAAN",2022,"SEPTEMBER",399109
"KALIMANTAN SELATAN","MAKANAN","PERDESAAN",2021,"MARET",384188
"KALIMANTAN SELATAN","MAKANAN","PERDESAAN",2021,"SEPTEMBER",389770
"KALIMANTAN SELATAN","MAKANAN","PERDESAAN",2022,"MARET",411135
"KALIMANTAN SELATAN","MAKANAN","PERDESAAN",2022,"SEPTEMBER",431084
"KALIMANTAN SELATAN","MAKANAN","PERDESAANPERKOTAAN",2021,"MARET",371204
"KALIMANTAN SELATAN","MAKANAN","PERDESAANPERKOTAAN",2021,"SEPTEMBER",376894
"KALIMANTAN SELATAN","MAKANAN","PERDESAANPERKOTAAN",2022,"MARET",396308
"KALIMANTAN SELATAN","MAKANAN","PERDESAANPERKOTAAN",2022,"SEPTEMBER",415976
"KALIMANTAN SELATAN","NONMAKANAN","PERKOTAAN",2015,"MARET",124426
"KALIMANTAN SELATAN","NONMAKANAN","PERKOTAAN",2015,"SEPTEMBER",136370
"KALIMANTAN SELATAN","NONMAKANAN","PERKOTAAN",2016,"MARET",137860
"KALIMANTAN SELATAN","NONMAKANAN","PERKOTAAN",2016,"SEPTEMBER",141992
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAAN",2015,"MARET",76943
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAAN",2015,"SEPTEMBER",81112
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAAN",2016,"MARET",83630
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAAN",2016,"SEPTEMBER",86488
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAANPERKOTAAN",2015,"MARET",97068
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAANPERKOTAAN",2015,"SEPTEMBER",104532
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAANPERKOTAAN",2016,"MARET",106618
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAANPERKOTAAN",2016,"SEPTEMBER",110736
"KALIMANTAN SELATAN","NONMAKANAN","PERKOTAAN",2017,"MARET",144125
"KALIMANTAN SELATAN","NONMAKANAN","PERKOTAAN",2017,"SEPTEMBER",152307
"KALIMANTAN SELATAN","NONMAKANAN","PERKOTAAN",2018,"MARET",152617
"KALIMANTAN SELATAN","NONMAKANAN","PERKOTAAN",2018,"SEPTEMBER",153198
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAAN",2017,"MARET",91060
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAAN",2017,"SEPTEMBER",98337
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAAN",2018,"MARET",100783
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAAN",2018,"SEPTEMBER",101478
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAANPERKOTAAN",2017,"MARET",114464
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAANPERKOTAAN",2017,"SEPTEMBER",122231
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAANPERKOTAAN",2018,"MARET",124920
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAANPERKOTAAN",2018,"SEPTEMBER",125666
"KALIMANTAN SELATAN","NONMAKANAN","PERKOTAAN",2019,"MARET",157348
"KALIMANTAN SELATAN","NONMAKANAN","PERKOTAAN",2019,"SEPTEMBER",161445
"KALIMANTAN SELATAN","NONMAKANAN","PERKOTAAN",2020,"MARET",165897
"KALIMANTAN SELATAN","NONMAKANAN","PERKOTAAN",2020,"SEPTEMBER",167122
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAAN",2019,"MARET",108587
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAAN",2019,"SEPTEMBER",116394
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAAN",2020,"MARET",119592
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAAN",2020,"SEPTEMBER",121152
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAANPERKOTAAN",2019,"MARET",131631
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAANPERKOTAAN",2019,"SEPTEMBER",137693
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAANPERKOTAAN",2020,"MARET",141449
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAANPERKOTAAN",2020,"SEPTEMBER",143292
"KALIMANTAN SELATAN","NONMAKANAN","PERKOTAAN",2021,"MARET",171187
"KALIMANTAN SELATAN","NONMAKANAN","PERKOTAAN",2021,"SEPTEMBER",174014
"KALIMANTAN SELATAN","NONMAKANAN","PERKOTAAN",2022,"MARET",180716
"KALIMANTAN SELATAN","NONMAKANAN","PERKOTAAN",2022,"SEPTEMBER",189362
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAAN",2021,"MARET",126184
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAAN",2021,"SEPTEMBER",127523
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAAN",2022,"MARET",133660
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAAN",2022,"SEPTEMBER",141833
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAANPERKOTAAN",2021,"MARET",147946
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAANPERKOTAAN",2021,"SEPTEMBER",150151
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAANPERKOTAAN",2022,"MARET",156765
"KALIMANTAN SELATAN","NONMAKANAN","PERDESAANPERKOTAAN",2022,"SEPTEMBER",165254
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2013,"MARET",298518
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2013,"SEPTEMBER",313691
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2014,"MARET",322006
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2014,"SEPTEMBER",336782
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2013,"MARET",272614
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2013,"SEPTEMBER",290576
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2014,"MARET",298656
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2014,"SEPTEMBER",313954
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2013,"MARET",NA
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2013,"SEPTEMBER",NA
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2014,"MARET",NA
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2014,"SEPTEMBER",NA
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2015,"MARET",354103
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2015,"SEPTEMBER",371793
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2016,"MARET",386462
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2016,"SEPTEMBER",399162
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2015,"MARET",331966
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2015,"SEPTEMBER",352972
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2016,"MARET",370612
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2016,"SEPTEMBER",380647
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2015,"MARET",341349
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2015,"SEPTEMBER",360949
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2016,"MARET",377480
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2016,"SEPTEMBER",389272
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2017,"MARET",412452
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2017,"SEPTEMBER",434791
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2018,"MARET",441218
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2018,"SEPTEMBER",447876
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2017,"MARET",393097
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2017,"SEPTEMBER",407382
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2018,"MARET",414494
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2018,"SEPTEMBER",424670
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2017,"MARET",402423
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2017,"SEPTEMBER",419974
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2018,"MARET",427774
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2018,"SEPTEMBER",436162
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2019,"MARET",470293
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2019,"SEPTEMBER",483766
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2020,"MARET",503748
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2020,"SEPTEMBER",508852
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2019,"MARET",443928
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2019,"SEPTEMBER",470447
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2020,"MARET",490254
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2020,"SEPTEMBER",495715
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2019,"MARET",457221
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2019,"SEPTEMBER",478123
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2020,"MARET",497262
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2020,"SEPTEMBER",503686
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2021,"MARET",527240
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2021,"SEPTEMBER",536041
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2022,"MARET",560053
"KALIMANTAN SELATAN","TOTAL","PERKOTAAN",2022,"SEPTEMBER",588472
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2021,"MARET",510372
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2021,"SEPTEMBER",517293
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2022,"MARET",544795
"KALIMANTAN SELATAN","TOTAL","PERDESAAN",2022,"SEPTEMBER",572917
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2021,"MARET",519150
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2021,"SEPTEMBER",527045
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2022,"MARET",553073
"KALIMANTAN SELATAN","TOTAL","PERDESAANPERKOTAAN",2022,"SEPTEMBER",581230
"KALIMANTAN TIMUR","MAKANAN","PERKOTAAN",2015,"MARET",337970
"KALIMANTAN TIMUR","MAKANAN","PERKOTAAN",2015,"SEPTEMBER",348480
"KALIMANTAN TIMUR","MAKANAN","PERKOTAAN",2016,"MARET",359194
"KALIMANTAN TIMUR","MAKANAN","PERKOTAAN",2016,"SEPTEMBER",370609
